Fecha;Sigla Empresa;Nombre;Origen;Nombre;Ciudad Origen;Departamento Origen;Pais Origen;Continente Origen;Destino;Nombre;Ciudad Destino;Departamento Destino;Pais Destino;Continente Destino;Tipo de Equipo;Tipo Vuelo;Tr fico;N£mero de Vuelos;Horas Bloque;Sillas Ofrecidas;Pasajeros A Bordo;Pasajeros Tr nsito;Carga Ofrecida (Kg.);Carga + Correo A Bordo (Kg.);Carga Tr nsito (Kg.)
01-feb-22 00:00:00;1DS;RIO SUR;BOG;BOGOTA - ELDORADO;BOGOTA;DISTRITO CAPITAL;COLOMBIA;SURAMERICA;PEI;PEREIRA - MATECA¥AS;PEREIRA;COLOMBIA;SURAMERICA;BE20;T;N;1;1,17;0;0;7;0;0;0;0
01-feb-22 00:00:00;1DS;RIO SUR;BOG;BOGOTA - ELDORADO;BOGOTA;DISTRITO CAPITAL;COLOMBIA;SURAMERICA;RCH;ALMIRANTE PADILLA;RIOHACHA;COLOMBIA;SURAMERICA;BE20;T;N;1;2,33;0;0;7;0;0;0;0
01-feb-22 00:00:00;1DS;RIO SUR;BOG;BOGOTA - ELDORADO;BOGOTA;DISTRITO CAPITAL;COLOMBIA;SURAMERICA;TCO;TUMACO - LA FLORIDA;TUMACO;COLOMBIA;SURAMERICA;BE20;T;N;1;2,08;0;0;8;0;0;0;0
01-feb-22 00:00:00;1DS;RIO SUR;BOG;BOGOTA - ELDORADO;BOGOTA;DISTRITO CAPITAL;COLOMBIA;SURAMERICA;TCO;TUMACO - LA FLORIDA;TUMACO;COLOMBIA;SURAMERICA;BE30;T;N;1;1,58;0;0;3;0;0;0;0
01-feb-22 00:00:00;1DS;RIO SUR;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;VALLE;COLOMBIA;SURAMERICA;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;SURAMERICA;BE20;T;N;1;1,25;0;0;8;0;0;0;0
01-feb-22 00:00:00;1DS;RIO SUR;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;VALLE;COLOMBIA;SURAMERICA;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;SURAMERICA;BE30;T;N;1;1,08;0;0;3;0;0;0;0
01-feb-22 00:00:00;1DS;RIO SUR;CTG;CARTAGENA - RAFAEL NUQEZ;CARTAGENA;BOLIVAR;COLOMBIA;SURAMERICA;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;SURAMERICA;BE30;T;N;1;1,83;0;0;5;0;0;0;0
01-feb-22 00:00:00;1DS;RIO SUR;CZU;COROZAL - LAS BRUJAS;COROZAL;SUCRE;COLOMBIA;SURAMERICA;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;SURAMERICA;BE20;T;N;1;1,67;0;0;8;0;0;0;0
01-feb-22 00:00:00;1DS;RIO SUR;EJA;BARRANCABERMEJA-YARIGUIES;BARRANCABERMEJA;SANTANDER;COLOMBIA;SURAMERICA;LCE;GOLOSON INTL;LA CEIBA;HONDURAS;CENTRO AMERICA;BE20;T;I;1;0,83;0;0;8;0;0;0;0
01-feb-22 00:00:00;1DS;RIO SUR;ELB;EL BANCO;EL BANCO;MAGDALENA;COLOMBIA;SURAMERICA;AGH;AGUACHICA HACARITAMA;AGUACHICA;COLOMBIA;SURAMERICA;BE20;T;N;1;0,75;0;0;8;0;0;0;0
01-feb-22 00:00:00;1DS;RIO SUR;EYP;EL YOPAL;EL YOPAL;CASANARE;COLOMBIA;SURAMERICA;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;SURAMERICA;BE20;T;N;1;1,5;0;0;0;0;0;0;0
01-feb-22 00:00:00;1DS;RIO SUR;FLA;GUSTAVO ARTUNDUAGA PAREDES;FLORENCIA;CAQUETA;COLOMBIA;SURAMERICA;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;SURAMERICA;BE20;T;N;1;1,33;0;0;9;0;0;0;0
01-feb-22 00:00:00;1DS;RIO SUR;GIR;SANTIAGO VILA;FLANDES;TOLIMA;COLOMBIA;SURAMERICA;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;SURAMERICA;BE30;T;N;2;1,34;0;0;7;0;0;0;0
01-feb-22 00:00:00;1DS;RIO SUR;GPI;GUAPI - JUAN CASIANO;GUAPI;CAUCA;COLOMBIA;SURAMERICA;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;SURAMERICA;BE20;T;N;1;0,92;0;0;8;0;0;0;0
01-feb-22 00:00:00;1DS;RIO SUR;GPI;GUAPI - JUAN CASIANO;GUAPI;CAUCA;COLOMBIA;SURAMERICA;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;SURAMERICA;BE30;T;N;1;0,75;0;0;6;0;0;0;0
01-feb-22 00:00:00;1DS;RIO SUR;IBE;PERALES;IBAGUE;TOLIMA;COLOMBIA;SURAMERICA;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;SURAMERICA;BE30;T;N;2;1,34;0;0;4;0;0;0;0
01-feb-22 00:00:00;1DS;RIO SUR;LCE;GOLOSON INTL;LA CEIBA;;HONDURAS;CENTRO AMERICA;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;SURAMERICA;BE20;T;I;1;1;0;0;8;0;0;0;0
01-feb-22 00:00:00;1DS;RIO SUR;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;ANTIOQUIA;COLOMBIA;SURAMERICA;MTR;MONTERIA - LOS GARZONES;MONTERIA;COLOMBIA;SURAMERICA;BE20;T;N;1;0,75;0;0;8;0;0;0;0
01-feb-22 00:00:00;1DS;RIO SUR;MMP;MOMPOS - SAN BERNARDO;MOMPOS;BOLIVAR;COLOMBIA;SURAMERICA;ELB;EL BANCO;EL BANCO;COLOMBIA;SURAMERICA;BE20;T;N;1;0,42;0;0;8;0;0;0;0
01-feb-22 00:00:00;1DS;RIO SUR;MTR;MONTERIA - LOS GARZONES;MONTERIA;CORDOBA;COLOMBIA;SURAMERICA;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;SURAMERICA;BE20;T;N;1;1,58;0;0;8;0;0;0;0
01-feb-22 00:00:00;1DS;RIO SUR;PEI;PEREIRA - MATECA¥AS;PEREIRA;RISARALDA;COLOMBIA;SURAMERICA;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;SURAMERICA;BE20;T;N;1;1,08;0;0;9;0;0;0;0
01-feb-22 00:00:00;1DS;RIO SUR;RCH;ALMIRANTE PADILLA;RIOHACHA;GUAJIRA;COLOMBIA;SURAMERICA;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;SURAMERICA;BE20;T;N;1;2;0;0;7;0;0;0;0
01-feb-22 00:00:00;1DS;RIO SUR;TCO;TUMACO - LA FLORIDA;TUMACO;NARINO;COLOMBIA;SURAMERICA;GPI;GUAPI - JUAN CASIANO;GUAPI;COLOMBIA;SURAMERICA;BE20;T;N;1;0,67;0;0;8;0;0;0;0
01-feb-22 00:00:00;1DS;RIO SUR;TCO;TUMACO - LA FLORIDA;TUMACO;NARINO;COLOMBIA;SURAMERICA;GPI;GUAPI - JUAN CASIANO;GUAPI;COLOMBIA;SURAMERICA;BE30;T;N;1;0,58;0;0;3;0;0;0;0
01-feb-22 00:00:00;1DY;SAER;IDA;CESAR GAVIRIA TRUJILLO;PUERTO INIRIDA;GUAINIA;COLOMBIA;SURAMERICA;PIM;LA PRIMAVERA;LA PRIMAVERA;COLOMBIA;SURAMERICA;PA34;T;N;1;1,17;0;0;2;0;100;0;0
01-feb-22 00:00:00;1DY;SAER;LMC;LA MACARENA - META;LA MACARENA;META;COLOMBIA;SURAMERICA;ORC;OROCUE;OROCUE;COLOMBIA;SURAMERICA;PA34;T;N;1;1,5;0;0;2;0;0;0;0
01-feb-22 00:00:00;1DY;SAER;LQM;PUERTO LEGUIZAMO;PUERTO LEGUIZAMO;PUTUMAYO;COLOMBIA;SURAMERICA;NVA;NEIVA - BENITO SALAS;NEIVA;COLOMBIA;SURAMERICA;PA34;T;N;1;1,42;0;0;2;0;0;0;0
01-feb-22 00:00:00;1DY;SAER;LQM;PUERTO LEGUIZAMO;PUERTO LEGUIZAMO;PUTUMAYO;COLOMBIA;SURAMERICA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;SURAMERICA;PA34;T;N;3;5,09;0;0;6;0;0;0;0
01-feb-22 00:00:00;1DY;SAER;MVP;MITU;MITU;VAUPES;COLOMBIA;SURAMERICA;IDA;CESAR GAVIRIA TRUJILLO;PUERTO INIRIDA;COLOMBIA;SURAMERICA;PA34;T;N;1;1,33;0;0;2;0;100;0;0
01-feb-22 00:00:00;1DY;SAER;NVA;NEIVA - BENITO SALAS;NEIVA;HUILA;COLOMBIA;SURAMERICA;LQM;PUERTO LEGUIZAMO;PUERTO LEGUIZAMO;COLOMBIA;SURAMERICA;PA34;T;N;1;1,25;0;0;2;0;100;0;0
01-feb-22 00:00:00;1DY;SAER;NVA;NEIVA - BENITO SALAS;NEIVA;HUILA;COLOMBIA;SURAMERICA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;SURAMERICA;PA34;T;N;1;1;0;0;0;0;0;0;0
01-feb-22 00:00:00;1DY;SAER;ORC;OROCUE;OROCUE;CASANARE;COLOMBIA;SURAMERICA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;SURAMERICA;PA34;T;N;1;1;0;0;2;0;100;0;0
01-feb-22 00:00:00;1DY;SAER;PGM;PUERTO GAITAN;PUERTO GAITAN;META;COLOMBIA;SURAMERICA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;SURAMERICA;PA34;T;N;1;0,67;0;0;2;0;100;0;0
01-feb-22 00:00:00;1DY;SAER;PIM;LA PRIMAVERA;LA PRIMAVERA;VICHADA;COLOMBIA;SURAMERICA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;SURAMERICA;PA34;T;N;1;1,25;0;0;2;0;0;0;0
01-feb-22 00:00:00;1DY;SAER;PUU;PUERTO ASIS - 3 DE MAYO;PUERTO ASIS;PUTUMAYO;COLOMBIA;SURAMERICA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;SURAMERICA;PA34;T;N;3;5,92;0;0;6;0;200;0;0
01-feb-22 00:00:00;1DY;SAER;RVE;SARAVENA-COLONIZADORES;SARAVENA;ARAUCA;COLOMBIA;SURAMERICA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;SURAMERICA;PA34;T;N;2;3,25;0;0;4;0;200;0;0
01-feb-22 00:00:00;1DY;SAER;SJE;SAN JOSE DEL GUAVIARE- JORGE E GONZ;SAN JOSE DEL GUAVIARE;GUAVIARE;COLOMBIA;SURAMERICA;SVI;SAN VICENTE DEL CAGUAN;SAN VICENTE DEL CAGUAN;COLOMBIA;SURAMERICA;PA34;T;N;1;0,83;0;0;2;0;0;0;0
01-feb-22 00:00:00;1DY;SAER;SVI;SAN VICENTE DEL CAGUAN;SAN VICENTE DEL CAGUAN;CAQUETA;COLOMBIA;SURAMERICA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;SURAMERICA;PA34;T;N;1;0,92;0;0;2;0;100;0;0
01-feb-22 00:00:00;1DY;SAER;TME;TAME;TAME;ARAUCA;COLOMBIA;SURAMERICA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;SURAMERICA;PA34;T;N;1;1,17;0;0;2;0;0;0;0
01-feb-22 00:00:00;1DY;SAER;VVC;VANGUARDIA;VILLAVICENCIO;META;COLOMBIA;SURAMERICA;LMC;LA MACARENA - META;LA MACARENA;COLOMBIA;SURAMERICA;PA34;T;N;1;0,75;0;0;2;0;100;0;0
01-feb-22 00:00:00;1DY;SAER;VVC;VANGUARDIA;VILLAVICENCIO;META;COLOMBIA;SURAMERICA;LQM;PUERTO LEGUIZAMO;PUERTO LEGUIZAMO;COLOMBIA;SURAMERICA;PA34;T;N;3;4,25;0;0;6;0;300;0;0
01-feb-22 00:00:00;1DY;SAER;VVC;VANGUARDIA;VILLAVICENCIO;META;COLOMBIA;SURAMERICA;MVP;MITU;MITU;COLOMBIA;SURAMERICA;PA34;T;N;1;1,67;0;0;2;0;0;0;0
01-feb-22 00:00:00;1DY;SAER;VVC;VANGUARDIA;VILLAVICENCIO;META;COLOMBIA;SURAMERICA;NVA;NEIVA - BENITO SALAS;NEIVA;COLOMBIA;SURAMERICA;PA34;T;N;1;1;0;0;2;0;100;0;0
01-feb-22 00:00:00;1DY;SAER;VVC;VANGUARDIA;VILLAVICENCIO;META;COLOMBIA;SURAMERICA;PGM;PUERTO GAITAN;PUERTO GAITAN;COLOMBIA;SURAMERICA;PA34;T;N;1;0,75;0;0;2;0;0;0;0
01-feb-22 00:00:00;1DY;SAER;VVC;VANGUARDIA;VILLAVICENCIO;META;COLOMBIA;SURAMERICA;PUU;PUERTO ASIS - 3 DE MAYO;PUERTO ASIS;COLOMBIA;SURAMERICA;PA34;T;N;3;4,92;0;0;6;0;100;0;0
01-feb-22 00:00:00;1DY;SAER;VVC;VANGUARDIA;VILLAVICENCIO;META;COLOMBIA;SURAMERICA;RVE;SARAVENA-COLONIZADORES;SARAVENA;COLOMBIA;SURAMERICA;PA34;T;N;2;3,33;0;0;4;0;0;0;0
01-feb-22 00:00:00;1DY;SAER;VVC;VANGUARDIA;VILLAVICENCIO;META;COLOMBIA;SURAMERICA;SJE;SAN JOSE DEL GUAVIARE- JORGE E GONZ;SAN JOSE DEL GUAVIARE;COLOMBIA;SURAMERICA;PA34;T;N;1;0,42;0;0;2;0;100;0;0
01-feb-22 00:00:00;1DY;SAER;VVC;VANGUARDIA;VILLAVICENCIO;META;COLOMBIA;SURAMERICA;TME;TAME;TAME;COLOMBIA;SURAMERICA;PA34;T;N;1;1,25;0;0;2;0;100;0;0
01-feb-22 00:00:00;1ED;SARPA S.A.S;BBA;PIZARRO;BAJO BAUDO;CHOCO;COLOMBIA;SURAMERICA;EOH;MEDELLIN - OLAYA HERRERA;MEDELLIN;COLOMBIA;SURAMERICA;JS32;T;N;5;3,89;0;0;25;0;0;0;0
01-feb-22 00:00:00;1ED;SARPA S.A.S;BBA;PIZARRO;BAJO BAUDO;CHOCO;COLOMBIA;SURAMERICA;UIB;QUIBDO - EL CARA¥O;QUIBDO;COLOMBIA;SURAMERICA;JS32;T;N;9;4,44;0;0;131;0;0;0;0
01-feb-22 00:00:00;1ED;SARPA S.A.S;CGW;SANTA ANA - VALLE;CARTAGO;VALLE;COLOMBIA;SURAMERICA;EOH;MEDELLIN - OLAYA HERRERA;MEDELLIN;COLOMBIA;SURAMERICA;JS32;T;N;1;0,67;0;0;14;0;0;0;0
01-feb-22 00:00:00;1ED;SARPA S.A.S;CUR;HATO;CURACAO;;ANTILLAS HOLANDESAS;ISLAS CARIBE;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;SURAMERICA;JS32;T;I;1;2,65;0;0;2;0;0;0;0
01-feb-22 00:00:00;1ED;SARPA S.A.S;CZU;COROZAL - LAS BRUJAS;COROZAL;SUCRE;COLOMBIA;SURAMERICA;EOH;MEDELLIN - OLAYA HERRERA;MEDELLIN;COLOMBIA;SURAMERICA;JS32;T;N;1;0,88;0;0;0;0;0;0;0
01-feb-22 00:00:00;1ED;SARPA S.A.S;EBG;EL BAGRE;EL BAGRE;ANTIOQUIA;COLOMBIA;SURAMERICA;EBG;EL BAGRE;EL BAGRE;COLOMBIA;SURAMERICA;JS32;T;N;1;0,65;0;0;7;0;0;0;0
01-feb-22 00:00:00;1ED;SARPA S.A.S;EBG;EL BAGRE;EL BAGRE;ANTIOQUIA;COLOMBIA;SURAMERICA;EOH;MEDELLIN - OLAYA HERRERA;MEDELLIN;COLOMBIA;SURAMERICA;JS32;T;N;38;25;0;0;606;0;0;0;0
01-feb-22 00:00:00;1ED;SARPA S.A.S;EJA;BARRANCABERMEJA-YARIGUIES;BARRANCABERMEJA;SANTANDER;COLOMBIA;SURAMERICA;EOH;MEDELLIN - OLAYA HERRERA;MEDELLIN;COLOMBIA;SURAMERICA;JS32;T;N;2;1,45;0;0;14;0;0;0;0
01-feb-22 00:00:00;1ED;SARPA S.A.S;EOH;MEDELLIN - OLAYA HERRERA;MEDELLIN;ANTIOQUIA;COLOMBIA;SURAMERICA;BBA;PIZARRO;BAJO BAUDO;COLOMBIA;SURAMERICA;JS32;T;N;4;3,22;0;0;39;0;0;0;0
01-feb-22 00:00:00;1ED;SARPA S.A.S;EOH;MEDELLIN - OLAYA HERRERA;MEDELLIN;ANTIOQUIA;COLOMBIA;SURAMERICA;CGW;SANTA ANA - VALLE;CARTAGO;COLOMBIA;SURAMERICA;JS32;T;N;1;0,6;0;0;11;0;0;0;0
01-feb-22 00:00:00;1ED;SARPA S.A.S;EOH;MEDELLIN - OLAYA HERRERA;MEDELLIN;ANTIOQUIA;COLOMBIA;SURAMERICA;CZU;COROZAL - LAS BRUJAS;COROZAL;COLOMBIA;SURAMERICA;JS32;T;N;1;1;0;0;5;0;0;0;0
01-feb-22 00:00:00;1ED;SARPA S.A.S;EOH;MEDELLIN - OLAYA HERRERA;MEDELLIN;ANTIOQUIA;COLOMBIA;SURAMERICA;EBG;EL BAGRE;EL BAGRE;COLOMBIA;SURAMERICA;JS32;T;N;39;25,77;0;0;557;0;0;0;0
01-feb-22 00:00:00;1ED;SARPA S.A.S;EOH;MEDELLIN - OLAYA HERRERA;MEDELLIN;ANTIOQUIA;COLOMBIA;SURAMERICA;EJA;BARRANCABERMEJA-YARIGUIES;BARRANCABERMEJA;COLOMBIA;SURAMERICA;JS32;T;N;1;0,82;0;0;2;0;0;0;0
01-feb-22 00:00:00;1ED;SARPA S.A.S;EOH;MEDELLIN - OLAYA HERRERA;MEDELLIN;ANTIOQUIA;COLOMBIA;SURAMERICA;EOH;MEDELLIN - OLAYA HERRERA;MEDELLIN;COLOMBIA;SURAMERICA;JS32;T;N;5;9;0;0;0;0;0;0;0
01-feb-22 00:00:00;1ED;SARPA S.A.S;EOH;MEDELLIN - OLAYA HERRERA;MEDELLIN;ANTIOQUIA;COLOMBIA;SURAMERICA;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;SURAMERICA;JS32;T;N;1;0,3;0;0;0;0;0;0;0
01-feb-22 00:00:00;1ED;SARPA S.A.S;EOH;MEDELLIN - OLAYA HERRERA;MEDELLIN;ANTIOQUIA;COLOMBIA;SURAMERICA;PBE;PUERTO BERRIO - LA MORELA;PUERTO BERRIO;COLOMBIA;SURAMERICA;JS32;T;N;1;0,58;0;0;0;0;0;0;0
01-feb-22 00:00:00;1ED;SARPA S.A.S;EOH;MEDELLIN - OLAYA HERRERA;MEDELLIN;ANTIOQUIA;COLOMBIA;SURAMERICA;UIB;QUIBDO - EL CARA¥O;QUIBDO;COLOMBIA;SURAMERICA;JS32;T;N;5;3,88;0;0;37;0;0;0;0
01-feb-22 00:00:00;1ED;SARPA S.A.S;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;ANTIOQUIA;COLOMBIA;SURAMERICA;CUR;HATO;CURACAO;ANTILLAS HOLANDESAS;ISLAS CARIBE;JS32;T;I;1;2,83;0;0;6;0;0;0;0
01-feb-22 00:00:00;1ED;SARPA S.A.S;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;ANTIOQUIA;COLOMBIA;SURAMERICA;EOH;MEDELLIN - OLAYA HERRERA;MEDELLIN;COLOMBIA;SURAMERICA;JS32;T;N;2;0,77;0;0;0;0;0;0;0
01-feb-22 00:00:00;1ED;SARPA S.A.S;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;ANTIOQUIA;COLOMBIA;SURAMERICA;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;SURAMERICA;JS32;T;N;1;0,25;0;0;6;0;0;0;0
01-feb-22 00:00:00;1ED;SARPA S.A.S;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;ANTIOQUIA;COLOMBIA;SURAMERICA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;SURAMERICA;JS32;T;N;1;1,05;0;0;0;0;0;0;0
01-feb-22 00:00:00;1ED;SARPA S.A.S;PBE;PUERTO BERRIO - LA MORELA;PUERTO BERRIO;ANTIOQUIA;COLOMBIA;SURAMERICA;EJA;BARRANCABERMEJA-YARIGUIES;BARRANCABERMEJA;COLOMBIA;SURAMERICA;JS32;T;N;1;0,42;0;0;0;0;0;0;0
01-feb-22 00:00:00;1ED;SARPA S.A.S;UIB;QUIBDO - EL CARA¥O;QUIBDO;CHOCO;COLOMBIA;SURAMERICA;BBA;PIZARRO;BAJO BAUDO;COLOMBIA;SURAMERICA;JS32;T;N;10;5,19;0;0;144;0;0;0;0
01-feb-22 00:00:00;1ED;SARPA S.A.S;UIB;QUIBDO - EL CARA¥O;QUIBDO;CHOCO;COLOMBIA;SURAMERICA;EOH;MEDELLIN - OLAYA HERRERA;MEDELLIN;COLOMBIA;SURAMERICA;JS32;T;N;4;2,67;0;0;35;0;0;0;0
01-feb-22 00:00:00;1ED;SARPA S.A.S;VVC;VANGUARDIA;VILLAVICENCIO;META;COLOMBIA;SURAMERICA;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;SURAMERICA;JS32;T;N;1;1,13;0;0;15;0;0;0;0
01-feb-22 00:00:00;1EG;SAVIARE LTDA;7GS;EL ENCANTO;CUMARIBO;VICHADA;COLOMBIA;SURAMERICA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;SURAMERICA;C206;T;N;1;1,5;0;0;5;0;0;0;0
01-feb-22 00:00:00;1EG;SAVIARE LTDA;ACR;ARARACUARA;ARARACUARA;CAQUETA;COLOMBIA;SURAMERICA;GYM;GUAYMARAL;CHIA;COLOMBIA;SURAMERICA;C210;T;N;1;2,5;0;0;4;0;20;0;0
01-feb-22 00:00:00;1EG;SAVIARE LTDA;ACR;ARARACUARA;ARARACUARA;CAQUETA;COLOMBIA;SURAMERICA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;SURAMERICA;C210;T;N;1;1,92;0;0;0;0;50;0;0
01-feb-22 00:00:00;1EG;SAVIARE LTDA;BMG;BARRANCO MINAS;GUAINIA (BARRANCO MINAS);GUAINIA;COLOMBIA;SURAMERICA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;SURAMERICA;C206;T;N;1;1,5;0;0;1;0;80;0;0
01-feb-22 00:00:00;1EG;SAVIARE LTDA;BMG;BARRANCO MINAS;GUAINIA (BARRANCO MINAS);GUAINIA;COLOMBIA;SURAMERICA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;SURAMERICA;C210;T;N;1;1,5;0;0;0;0;0;0;0
01-feb-22 00:00:00;1EG;SAVIARE LTDA;CRU;CARURU;CARURU;VAUPES;COLOMBIA;SURAMERICA;MFS;MIRAFLORES;MIRAFLORES - GUAVIARE;COLOMBIA;SURAMERICA;C206;T;N;1;0,33;0;0;1;0;50;0;0
01-feb-22 00:00:00;1EG;SAVIARE LTDA;CRU;CARURU;CARURU;VAUPES;COLOMBIA;SURAMERICA;SJE;SAN JOSE DEL GUAVIARE- JORGE E GONZ;SAN JOSE DEL GUAVIARE;COLOMBIA;SURAMERICA;C206;T;N;4;3,49;0;0;8;0;310;0;0
01-feb-22 00:00:00;1EG;SAVIARE LTDA;GYM;GUAYMARAL;CHIA;CUNDINAMARCA;COLOMBIA;SURAMERICA;SJE;SAN JOSE DEL GUAVIARE- JORGE E GONZ;SAN JOSE DEL GUAVIARE;COLOMBIA;SURAMERICA;C210;T;N;1;1,17;0;0;4;0;20;0;0
01-feb-22 00:00:00;1EG;SAVIARE LTDA;GYM;GUAYMARAL;CHIA;CUNDINAMARCA;COLOMBIA;SURAMERICA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;SURAMERICA;C210;T;N;1;0,5;0;0;1;0;120;0;0
01-feb-22 00:00:00;1EG;SAVIARE LTDA;IDA;CESAR GAVIRIA TRUJILLO;PUERTO INIRIDA;GUAINIA;COLOMBIA;SURAMERICA;MVP;MITU;MITU;COLOMBIA;SURAMERICA;C210;T;N;1;2,25;0;0;5;0;0;0;0
01-feb-22 00:00:00;1EG;SAVIARE LTDA;LET;LETICIA-ALFREDO VASQUEZ COBO;LETICIA;AMAZONAS;COLOMBIA;SURAMERICA;TAP;TARAPACA;LETICIA;COLOMBIA;SURAMERICA;C210;T;N;1;0,83;0;0;4;0;50;0;0
01-feb-22 00:00:00;1EG;SAVIARE LTDA;LMC;LA MACARENA - META;LA MACARENA;META;COLOMBIA;SURAMERICA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;SURAMERICA;C206;T;N;6;5,32;0;0;25;0;0;0;0
01-feb-22 00:00:00;1EG;SAVIARE LTDA;LMC;LA MACARENA - META;LA MACARENA;META;COLOMBIA;SURAMERICA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;SURAMERICA;C210;T;N;1;0,83;0;0;0;0;0;0;0
01-feb-22 00:00:00;1EG;SAVIARE LTDA;LPD;LA PEDRERA;LA PEDRERA;AMAZONAS;COLOMBIA;SURAMERICA;LET;LETICIA-ALFREDO VASQUEZ COBO;LETICIA;COLOMBIA;SURAMERICA;C210;T;N;1;2;0;0;4;0;50;0;0
01-feb-22 00:00:00;1EG;SAVIARE LTDA;LQM;PUERTO LEGUIZAMO;PUERTO LEGUIZAMO;PUTUMAYO;COLOMBIA;SURAMERICA;LQM;PUERTO LEGUIZAMO;PUERTO LEGUIZAMO;COLOMBIA;SURAMERICA;C210;T;N;1;2;0;0;4;0;50;0;0
01-feb-22 00:00:00;1EG;SAVIARE LTDA;LQM;PUERTO LEGUIZAMO;PUERTO LEGUIZAMO;PUTUMAYO;COLOMBIA;SURAMERICA;NVA;NEIVA - BENITO SALAS;NEIVA;COLOMBIA;SURAMERICA;C210;T;N;1;3;0;0;4;0;50;0;0
01-feb-22 00:00:00;1EG;SAVIARE LTDA;MFS;MIRAFLORES;MIRAFLORES - GUAVIARE;GUAVIARE;COLOMBIA;SURAMERICA;SJE;SAN JOSE DEL GUAVIARE- JORGE E GONZ;SAN JOSE DEL GUAVIARE;COLOMBIA;SURAMERICA;C206;T;N;7;5,49;0;0;27;0;150;0;0
01-feb-22 00:00:00;1EG;SAVIARE LTDA;MVP;MITU;MITU;VAUPES;COLOMBIA;SURAMERICA;LPD;LA PEDRERA;LA PEDRERA;COLOMBIA;SURAMERICA;C210;T;N;1;2,67;0;0;5;0;0;0;0
01-feb-22 00:00:00;1EG;SAVIARE LTDA;NVA;NEIVA - BENITO SALAS;NEIVA;HUILA;COLOMBIA;SURAMERICA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;SURAMERICA;C210;T;N;1;1,17;0;0;5;0;0;0;0
01-feb-22 00:00:00;1EG;SAVIARE LTDA;PCE;CUMARIBO;PUERTO CARRENO;VICHADA;COLOMBIA;SURAMERICA;IDA;CESAR GAVIRIA TRUJILLO;PUERTO INIRIDA;COLOMBIA;SURAMERICA;C210;T;N;1;1,33;0;0;5;0;0;0;0
01-feb-22 00:00:00;1EG;SAVIARE LTDA;PCR;GERMAN OLANO;PUERTO CARRENO;VICHADA;COLOMBIA;SURAMERICA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;SURAMERICA;C206;T;N;1;2,83;0;0;4;0;20;0;0
